id,name,val
479,Item_479,47900
480,Item_480,48000
481,Item_481,48100
482,Item_482,48200
483,Item_483,48300
484,Item_484,48400
485,Item_485,48500
486,Item_486,48600
487,Item_487,48700
488,Item_488,48800
489,Item_489,48900
490,Item_490,49000
491,Item_491,49100
492,Item_492,49200
493,Item_493,49300
494,Item_494,49400
495,Item_495,49500
496,Item_496,49600
497,Item_497,49700
498,Item_498,49800
499,Item_499,49900
500,Item_500,50000
501,Item_501,50100
502,Item_502,50200
503,Item_503,50300
504,Item_504,50400
